index,voxRowNum,Structure-ID,X,Y,Z,Cluster_4,Cluster_6,Cluster_8,Cluster_13,Chat-252
497,70943,1048,57,33,25,1,4,3,12,0.028560521
498,70944,1048,58,33,25,1,1,1,10,0.01516543
499,70945,1048,59,33,25,3,1,7,1,0.008956683
500,70947,1048,61,33,25,1,4,5,5,0.018588947
501,70948,1107,62,33,25,1,4,3,12,0.02666445
502,70949,1107,63,33,25,3,1,7,7,0.007657793
503,70950,1107,64,33,25,0,0,0,0,-1.0
504,71006,307,53,34,25,3,3,4,9,0.00152633
505,71007,1048,54,34,25,1,1,1,10,0.012645097
506,71008,978,55,34,25,2,2,3,12,0.030228019
507,71009,1048,56,34,25,2,5,2,2,0.056424793
508,71010,978,57,34,25,1,4,3,12,0.026928373
509,71011,1048,58,34,25,1,4,5,5,0.017014768
510,71012,307,59,34,25,1,1,1,1,0.010292204
511,71014,1048,61,34,25,1,4,5,10,0.015926216
512,71015,1107,62,34,25,1,4,3,12,0.02761043
513,71073,307,53,35,25,3,3,4,9,0.000761596
514,71075,978,55,35,25,1,4,5,5,0.017451227
515,71077,978,57,35,25,1,1,1,10,0.015122946
516,71078,307,58,35,25,1,1,1,1,0.012269998
517,71079,307,59,35,25,3,1,7,7,0.007754938
518,71080,307,60,35,25,0,0,0,0,-1.0
519,71142,978,55,36,25,3,3,7,7,0.00581715
520,71145,307,58,36,25,3,3,7,7,0.005610137
521,73224,136,60,26,26,0,0,0,0,-1.0
522,73288,970,57,27,26,3,3,4,4,0.003998709
523,73289,970,58,27,26,3,3,7,4,0.00517413
524,73290,136,59,27,26,3,3,7,7,0.007001508
525,73291,136,60,27,26,0,0,0,0,-1.0
526,73292,136,61,27,26,1,1,1,1,0.010786267
527,73352,1048,54,28,26,3,3,4,4,0.003629223
528,73353,1048,55,28,26,1,1,1,10,0.014009474
529,73354,1048,56,28,26,3,3,4,4,0.004520529
530,73355,970,57,28,26,3,3,4,4,0.00450147
531,73356,1048,58,28,26,3,3,7,7,0.006998665
532,73357,1048,59,28,26,3,3,4,4,0.004524206
533,73358,1048,60,28,26,0,0,0,0,-1.0
534,73359,1048,61,28,26,3,3,7,7,0.006899186
535,73360,773,62,28,26,1,1,1,10,0.013300596
536,73361,1107,63,28,26,3,3,7,7,0.006514004
537,73362,1107,64,28,26,0,0,0,0,-1.0
538,73419,1048,54,29,26,3,3,4,9,0.002838443
539,73420,1048,55,29,26,3,3,4,9,0.001683335
540,73421,1048,56,29,26,3,3,4,9,0.001628513
541,73422,1048,57,29,26,3,3,4,4,0.004395511
542,73423,1048,58,29,26,3,3,7,7,0.00692666
543,73424,1048,59,29,26,3,3,4,4,0.003297812
544,73425,1048,60,29,26,0,0,0,0,-1.0
545,73426,1048,61,29,26,3,3,4,4,0.004719462
546,73427,1107,62,29,26,1,1,1,10,0.013619322
547,73428,1107,63,29,26,3,3,7,4,0.004949858
548,73429,1107,64,29,26,0,0,0,0,-1.0
549,73486,1048,54,30,26,3,3,4,4,0.003642865
550,73487,1048,55,30,26,3,3,4,9,0.001526025
551,73488,1048,56,30,26,3,3,4,9,0.001701276
552,73489,1048,57,30,26,3,3,4,4,0.003326857
553,73490,1048,58,30,26,3,3,7,7,0.005716052
554,73491,1048,59,30,26,3,3,4,9,0.002834766
555,73492,1048,60,30,26,0,0,0,0,-1.0
556,73493,1048,61,30,26,3,1,7,7,0.007933213
557,73494,1107,62,30,26,1,1,1,10,0.014280461
558,73495,1107,63,30,26,3,3,7,4,0.004951894
559,73496,1107,64,30,26,0,0,0,0,-1.0
560,73553,1048,54,31,26,3,1,7,7,0.007163925
561,73554,1048,55,31,26,3,3,4,9,0.00266283
562,73555,1048,56,31,26,3,3,4,4,0.004311394
563,73556,1048,57,31,26,3,3,4,4,0.003289953
564,73557,1048,58,31,26,3,3,7,4,0.00532974
565,73558,1048,59,31,26,3,3,4,4,0.003932838
566,73559,1048,60,31,26,0,0,0,0,-1.0
567,73560,1048,61,31,26,1,1,1,1,0.01238794
568,73561,1107,62,31,26,1,4,5,5,0.019803379
569,73562,1107,63,31,26,3,3,7,7,0.005947399
570,73563,1107,64,31,26,0,0,0,0,-1.0
571,73620,1048,54,32,26,3,1,1,1,0.00952299
572,73621,1048,55,32,26,3,3,7,4,0.005137501
573,73622,1048,56,32,26,1,1,1,1,0.01202435
574,73623,1048,57,32,26,3,1,7,7,0.007308313
575,73624,1048,58,32,26,3,1,7,7,0.008268217
576,73625,1048,59,32,26,3,3,7,7,0.006511665
577,73626,1048,60,32,26,0,0,0,0,-1.0
578,73627,1048,61,32,26,1,4,5,10,0.016259205
579,73628,1107,62,32,26,1,4,5,8,0.021939272
580,73629,1107,63,32,26,3,3,7,7,0.006030415
581,73630,1107,64,32,26,0,0,0,0,-1.0
582,73686,307,53,33,26,3,3,4,9,0.001329098
583,73687,1048,54,33,26,3,1,1,1,0.009772166
584,73688,1048,55,33,26,3,1,7,7,0.00860723
585,73689,1048,56,33,26,1,4,5,5,0.020357704
586,73690,1048,57,33,26,1,1,1,10,0.014004867
587,73691,1048,58,33,26,1,1,1,10,0.013750113
588,73692,1048,59,33,26,3,1,7,1,0.009054947
589,73693,1048,60,33,26,0,0,0,0,-1.0
590,73695,1107,62,33,26,1,4,5,8,0.02337708
591,73753,307,53,34,26,3,3,4,9,0.000875871
592,73754,307,54,34,26,3,1,7,7,0.007068403
593,73755,307,55,34,26,3,1,7,1,0.009087662
594,73756,1048,56,34,26,1,4,5,8,0.023494717
595,73757,1048,57,34,26,1,1,1,10,0.013866541
596,73758,1048,58,34,26,1,4,5,10,0.016650533
597,73759,307,59,34,26,3,1,1,1,0.00964446
598,73760,1048,60,34,26,0,0,0,0,-1.0
599,73821,307,54,35,26,3,3,4,4,0.003516543
600,73822,307,55,35,26,3,3,7,7,0.005926448
601,73823,307,56,35,26,1,4,5,10,0.016053528
602,73824,307,57,35,26,3,1,7,7,0.008435248
603,73825,307,58,35,26,1,1,1,1,0.01093819
604,73826,307,59,35,26,3,3,7,7,0.006582649
605,73827,307,60,35,26,0,0,0,0,-1.0
606,73889,307,55,36,26,3,3,4,9,0.002099828
607,73891,307,57,36,26,3,3,4,4,0.002888816
608,73892,307,58,36,26,3,3,4,4,0.003903031
609,75971,773,60,26,27,0,0,0,0,-1.0
610,76033,970,55,27,27,1,4,3,12,0.026843833
611,76034,970,56,27,27,3,3,4,4,0.004584425
612,76035,970,57,27,27,3,3,4,4,0.004798579
613,76036,970,58,27,27,3,3,4,4,0.003726858
614,76037,970,59,27,27,3,3,7,4,0.004960688
615,76039,773,61,27,27,3,1,7,1,0.008897536
616,76040,773,62,27,27,1,1,1,10,0.014147673
617,76099,1048,54,28,27,3,3,4,4,0.003470263
618,76100,1048,55,28,27,1,4,5,5,0.020329727
619,76101,970,56,28,27,3,3,4,4,0.004163685
620,76102,970,57,28,27,3,3,7,7,0.005821135
621,76103,970,58,28,27,3,3,7,7,0.005699281
622,76104,1048,59,28,27,3,3,4,4,0.003079041
623,76105,1048,60,28,27,0,0,0,0,-1.0
624,76106,773,61,28,27,3,3,7,7,0.005786358
625,76107,773,62,28,27,1,1,1,10,0.013153724
626,76108,773,63,28,27,3,3,7,7,0.006755771
627,76109,773,64,28,27,0,0,0,0,-1.0
628,76166,1048,54,29,27,3,3,4,9,0.001141714
629,76167,1048,55,29,27,3,3,4,9,0.001920476
630,76168,1048,56,29,27,3,3,4,9,0.001274075
631,76169,1048,57,29,27,3,3,7,7,0.005483653
632,76170,1048,58,29,27,3,3,7,7,0.00663276
633,76171,1048,59,29,27,3,3,4,9,0.002616014
634,76172,1048,60,29,27,0,0,0,0,-1.0
635,76173,1048,61,29,27,3,3,4,4,0.004670217
636,76174,773,62,29,27,1,1,1,10,0.012977649
637,76175,773,63,29,27,3,3,4,4,0.004216994
638,76176,773,64,29,27,0,0,0,0,-1.0
639,76233,1048,54,30,27,3,3,4,9,0.001864656
640,76234,1048,55,30,27,3,3,4,9,0.001509993
641,76235,1048,56,30,27,3,3,4,9,0.000733875
642,76236,1048,57,30,27,3,3,4,4,0.00296331
643,76237,1048,58,30,27,3,3,7,7,0.006388204
644,76238,1048,59,30,27,3,3,4,4,0.002971492
645,76239,1048,60,30,27,0,0,0,0,-1.0
646,76240,1048,61,30,27,3,3,7,7,0.006839148
647,76241,1107,62,30,27,1,1,1,10,0.013713952
648,76242,1107,63,30,27,3,3,7,4,0.005203272
649,76243,1107,64,30,27,0,0,0,0,-1.0
650,76300,1048,54,31,27,3,3,4,4,0.003898301
651,76301,1048,55,31,27,3,3,4,9,0.001721149
652,76302,1048,56,31,27,3,3,4,9,0.001053379
653,76303,1048,57,31,27,3,3,4,9,0.001994853
654,76304,1048,58,31,27,3,3,7,7,0.006053991
655,76305,1048,59,31,27,3,3,4,4,0.004240615
656,76306,1048,60,31,27,0,0,0,0,-1.0
657,76308,1107,62,31,27,1,4,5,10,0.016186854
658,76309,1107,63,31,27,3,3,7,4,0.005251845
659,76367,1048,54,32,27,3,3,7,4,0.004893767
660,76368,1048,55,32,27,3,3,4,9,0.002076276
661,76369,1048,56,32,27,3,3,4,9,0.002609509
662,76370,1048,57,32,27,3,3,4,4,0.003449234
663,76371,1048,58,32,27,3,1,7,7,0.007849154
664,76373,1048,60,32,27,0,0,0,0,-1.0
665,76375,1107,62,32,27,1,4,5,5,0.018259607
666,76433,307,53,33,27,3,3,4,9,0.000826554
667,76434,1048,54,33,27,3,3,4,4,0.004271899
668,76435,1048,55,33,27,3,3,4,9,0.002198733
669,76436,1048,56,33,27,3,3,4,4,0.004188253
670,76437,1048,57,33,27,3,3,7,7,0.006401048
671,76438,1048,58,33,27,1,1,1,1,0.012290929
672,76439,1048,59,33,27,3,1,7,7,0.008531502
673,76440,1048,60,33,27,0,0,0,0,-1.0
674,76500,307,53,34,27,3,3,4,9,0.000360927
675,76501,307,54,34,27,3,3,4,9,0.002457447
676,76502,307,55,34,27,3,3,4,4,0.002852736
677,76503,1048,56,34,27,3,3,7,7,0.005515674
678,76504,1048,57,34,27,3,3,7,7,0.006281973
679,76505,1048,58,34,27,1,1,1,10,0.015403226
680,76506,307,59,34,27,3,1,1,1,0.00941632
681,76568,307,54,35,27,3,3,4,9,0.001053348
682,76569,307,55,35,27,3,3,4,9,0.00276101
683,76570,307,56,35,27,3,3,7,7,0.005922047
684,76571,307,57,35,27,3,3,4,4,0.003927881
685,76572,307,58,35,27,3,1,7,1,0.009264096
686,76636,307,55,36,27,3,3,4,9,0.001216397
687,78714,970,56,26,28,3,3,4,9,0.002163271
688,78718,773,60,26,28,0,0,0,0,-1.0
689,78780,970,55,27,28,1,1,1,1,0.012505907
690,78783,970,58,27,28,3,3,4,9,0.002261634
691,78784,970,59,27,28,3,3,4,4,0.003907502
692,78785,773,60,27,28,0,0,0,0,-1.0
693,78786,773,61,27,28,3,1,7,1,0.008905232
694,78787,773,62,27,28,1,4,5,5,0.018875666
695,78846,1048,54,28,28,3,3,4,9,0.001781763
696,78847,1048,55,28,28,1,1,1,1,0.009844301
697,78852,1048,60,28,28,0,0,0,0,-1.0
698,78853,773,61,28,28,3,3,7,7,0.005481117
699,78854,773,62,28,28,1,1,1,10,0.012808239
700,78855,773,63,28,28,3,1,7,7,0.007324661
701,78913,1048,54,29,28,3,3,4,9,0.000649854
702,78914,1048,55,29,28,3,3,4,9,0.001437277
703,78916,1048,57,29,28,3,3,4,4,0.003703892
704,78920,1048,61,29,28,3,3,7,7,0.005470474
705,78921,773,62,29,28,1,1,1,10,0.013716802
706,78922,773,63,29,28,3,3,4,4,0.004382456
707,78923,773,64,29,28,0,0,0,0,-1.0
708,78980,1048,54,30,28,3,3,4,9,0.001457935
709,78981,1048,55,30,28,3,3,4,9,0.002233333
710,78983,1048,57,30,28,3,3,4,9,0.002400334
711,78989,773,63,30,28,3,3,7,7,0.006295241
712,78990,773,64,30,28,0,0,0,0,-1.0
713,79047,1048,54,31,28,3,3,4,4,0.002946072
714,79048,1048,55,31,28,3,3,4,9,0.002458948
715,79114,1048,54,32,28,3,3,4,4,0.003594209
716,79115,1048,55,32,28,3,3,4,9,0.002072868
717,79181,307,54,33,28,3,3,4,4,0.002882817
718,79182,1048,55,33,28,3,3,4,9,0.001598662
719,79183,1048,56,33,28,3,3,4,9,0.001623281
720,79185,1048,58,33,28,1,1,1,1,0.010162617
721,79247,307,53,34,28,3,3,4,9,0.000237281
722,79248,307,54,34,28,3,3,4,9,0.001303959
723,79249,1048,55,34,28,3,3,4,9,0.002778754
724,79253,1048,59,34,28,3,3,7,7,0.006534027
725,79315,307,54,35,28,3,3,4,9,0.000546215
726,79316,307,55,35,28,3,3,4,4,0.00330142
727,79317,307,56,35,28,3,3,4,9,0.002676342
728,79318,307,57,35,28,3,3,4,9,0.002019397
729,79319,307,58,35,28,3,1,7,7,0.007652789
730,79382,307,54,36,28,3,3,4,9,0.000283261
731,79385,307,57,36,28,3,3,4,9,0.000747087
732,81461,970,56,26,29,3,3,4,9,0.001345836
733,81465,773,60,26,29,0,0,0,0,-1.0
734,81527,970,55,27,29,3,3,7,7,0.005523961
735,81529,970,57,27,29,3,3,4,9,0.001885099
736,81530,970,58,27,29,3,3,4,9,0.001345911
737,81531,970,59,27,29,3,3,4,4,0.003334579
738,81532,773,60,27,29,0,0,0,0,-1.0
739,81533,773,61,27,29,3,1,1,1,0.009392548
740,81534,773,62,27,29,1,4,5,5,0.018617041
741,81593,1048,54,28,29,3,3,4,9,0.001041283
742,81594,1048,55,28,29,3,3,4,4,0.004102275
743,81599,773,60,28,29,0,0,0,0,-1.0
744,81600,773,61,28,29,3,3,7,7,0.006113817
745,81601,773,62,28,29,1,1,1,1,0.011829988
746,81602,773,63,28,29,3,1,7,7,0.00806525
747,81603,773,64,28,29,0,0,0,0,-1.0
748,81660,1048,54,29,29,3,3,4,9,0.001149444
749,81661,1048,55,29,29,3,3,4,9,0.001356832
750,81663,1048,57,29,29,3,3,4,9,0.002196505
751,81667,1048,61,29,29,3,3,7,7,0.006869876
752,81668,773,62,29,29,1,1,1,10,0.014992894
753,81669,773,63,29,29,3,3,4,4,0.004325577
754,81670,773,64,29,29,0,0,0,0,-1.0
755,81727,1048,54,30,29,3,3,4,9,0.002501706
756,81728,1048,55,30,29,3,3,4,9,0.002436369
757,81730,1048,57,30,29,3,3,4,9,0.002217
758,81732,1048,59,30,29,3,3,4,4,0.003669024
759,81736,773,63,30,29,3,3,7,7,0.005887431
760,81737,773,64,30,29,0,0,0,0,-1.0
761,81794,1048,54,31,29,3,3,4,4,0.004251551
762,81795,1048,55,31,29,3,3,4,9,0.002679704
763,81800,1048,60,31,29,0,0,0,0,-1.0
764,81861,1048,54,32,29,3,3,7,7,0.005921528
765,81862,1048,55,32,29,3,3,4,9,0.002390386
766,81863,1048,56,32,29,3,3,4,9,0.00151848
767,81928,307,54,33,29,3,3,7,4,0.005166821
768,81929,1048,55,33,29,3,3,4,9,0.00225071
769,81930,1048,56,33,29,3,3,4,9,0.001264066
770,81932,1048,58,33,29,3,1,1,1,0.009366349
771,81994,307,53,34,29,3,3,4,9,0.000489253
772,81995,307,54,34,29,3,3,4,9,0.001946169
773,81996,1048,55,34,29,3,3,4,4,0.003480291
774,81999,1048,58,34,29,1,1,1,1,0.010749511
775,82000,1048,59,34,29,3,3,4,4,0.004280459
776,82062,307,54,35,29,3,3,4,9,0.000635649
777,82063,307,55,35,29,3,3,4,4,0.004034276
778,82064,307,56,35,29,3,3,4,9,0.00273208
779,82065,307,57,35,29,3,3,4,9,0.001719651
780,82066,307,58,35,29,3,1,7,7,0.007062529
781,84212,773,60,26,30,0,0,0,0,-1.0
782,84274,970,55,27,30,3,3,7,7,0.006924349
783,84275,970,56,27,30,3,3,4,9,0.001987979
784,84276,970,57,27,30,3,3,4,4,0.003194425
785,84277,970,58,27,30,3,3,4,9,0.001672378
786,84278,970,59,27,30,3,3,4,4,0.004076087
787,84280,773,61,27,30,1,1,1,1,0.010407678
788,84281,773,62,27,30,1,1,1,10,0.015338578
789,84340,1048,54,28,30,3,3,4,9,0.001732686
790,84341,1048,55,28,30,3,3,4,4,0.004646064
791,84342,970,56,28,30,3,3,4,9,0.001202303
792,84343,970,57,28,30,3,3,4,9,0.002231387
793,84344,970,58,28,30,3,3,4,9,0.001915479
794,84345,1048,59,28,30,3,3,4,9,0.001935973
795,84346,1048,60,28,30,0,0,0,0,-1.0
796,84347,773,61,28,30,3,1,7,1,0.008762122
797,84348,773,62,28,30,1,1,1,1,0.011567916
798,84349,773,63,28,30,3,1,7,7,0.007106304
799,84350,773,64,28,30,0,0,0,0,-1.0
800,84407,1048,54,29,30,3,3,4,9,0.002041257
801,84408,1048,55,29,30,3,3,4,9,0.001572018
802,84409,1048,56,29,30,3,3,4,9,0.001018993
803,84410,1048,57,29,30,3,3,4,9,0.002040589
804,84411,1048,58,29,30,3,3,4,4,0.004357314
805,84412,1048,59,29,30,3,3,4,9,0.00223162
806,84413,1048,60,29,30,0,0,0,0,-1.0
807,84414,1048,61,29,30,1,1,1,1,0.00982004
808,84415,773,62,29,30,1,4,5,5,0.018150527
809,84416,773,63,29,30,3,3,7,7,0.005599373
810,84417,773,64,29,30,0,0,0,0,-1.0
811,84474,1048,54,30,30,3,3,4,4,0.003652365
812,84475,1048,55,30,30,3,3,4,9,0.001953413
813,84476,1048,56,30,30,3,3,4,9,0.001229182
814,84477,1048,57,30,30,3,3,4,9,0.002319814
815,84478,1048,58,30,30,3,3,7,7,0.005930874
816,84479,1048,59,30,30,3,3,4,4,0.003767134
817,84480,1048,60,30,30,0,0,0,0,-1.0
818,84481,1048,61,30,30,3,1,7,1,0.008956258
819,84482,1107,62,30,30,1,4,5,8,0.023962114
820,84483,1107,63,30,30,3,3,7,7,0.00691857
821,84484,1107,64,30,30,0,0,0,0,-1.0
822,84541,1048,54,31,30,3,3,7,7,0.005521758
823,84542,1048,55,31,30,3,3,4,9,0.001968206
824,84543,1048,56,31,30,3,3,4,9,0.001338753
825,84544,1048,57,31,30,3,3,4,9,0.001995853
826,84545,1048,58,31,30,3,3,4,4,0.004507782
827,84546,1048,59,31,30,3,3,7,4,0.005190574
828,84547,1048,60,31,30,0,0,0,0,-1.0
829,84549,1107,62,31,30,1,4,5,5,0.020573491
830,84550,1107,63,31,30,3,3,7,7,0.005483634
831,84608,1048,54,32,30,3,1,7,7,0.007986829
832,84609,1048,55,32,30,3,3,4,9,0.00221854
833,84610,1048,56,32,30,3,3,4,9,0.001573979
834,84611,1048,57,32,30,3,3,4,9,0.002692872
835,84612,1048,58,32,30,3,3,7,7,0.00600568
836,84614,1048,60,32,30,0,0,0,0,-1.0
837,84616,1107,62,32,30,1,4,5,8,0.021567823
838,84674,307,53,33,30,3,3,4,9,0.002029375
839,84675,1048,54,33,30,3,1,7,7,0.007117687
840,84676,1048,55,33,30,3,3,4,9,0.00260849
841,84677,1048,56,33,30,3,3,4,9,0.001289197
842,84678,1048,57,33,30,3,3,4,4,0.00323898
843,84679,1048,58,33,30,3,1,7,1,0.009038732
844,84680,1048,59,33,30,3,3,7,4,0.005142486
845,84681,1048,60,33,30,0,0,0,0,-1.0
846,84741,307,53,34,30,3,3,4,9,0.000907178
847,84742,307,54,34,30,3,3,4,9,0.002625121
848,84743,307,55,34,30,3,3,4,4,0.002980051
849,84744,1048,56,34,30,3,3,4,9,0.001625088
850,84745,1048,57,34,30,3,3,4,9,0.002472864
851,84746,1048,58,34,30,1,1,1,1,0.010207552
852,84747,307,59,34,30,3,3,4,4,0.00410453
853,84809,307,54,35,30,3,3,4,9,0.000688263
854,84810,307,55,35,30,3,3,4,9,0.002735499
855,84811,307,56,35,30,3,3,4,9,0.00230636
856,84812,307,57,35,30,3,3,4,9,0.001556767
857,84813,307,58,35,30,3,1,7,7,0.007541332
858,84877,307,55,36,30,3,3,4,9,0.001641413
859,86959,136,60,26,31,0,0,0,0,-1.0
860,87020,1048,54,27,31,3,3,4,4,0.004545883
861,87023,970,57,27,31,3,3,4,4,0.003046617
862,87024,970,58,27,31,3,3,4,9,0.002830788
863,87025,136,59,27,31,3,3,7,7,0.006132604
864,87026,136,60,27,31,0,0,0,0,-1.0
865,87027,136,61,27,31,1,1,1,1,0.011144924
866,87028,136,62,27,31,1,1,1,1,0.01229426
867,87029,136,63,27,31,1,1,1,1,0.010699088
868,87087,1048,54,28,31,3,3,4,4,0.003306405
869,87088,1048,55,28,31,3,1,1,1,0.009704477
870,87089,1048,56,28,31,3,3,4,9,0.0019593
871,87090,1048,57,28,31,3,3,4,9,0.002234076
872,87091,1048,58,28,31,3,3,4,9,0.002349742
873,87092,1048,59,28,31,3,3,4,4,0.004004126
874,87093,1048,60,28,31,0,0,0,0,-1.0
875,87094,1048,61,28,31,1,1,1,1,0.010070424
876,87095,773,62,28,31,1,1,1,1,0.012515483
877,87096,1107,63,28,31,3,3,7,7,0.00610203
878,87097,1107,64,28,31,0,0,0,0,-1.0
879,87154,1048,54,29,31,3,3,4,4,0.002865667
880,87155,1048,55,29,31,3,3,4,9,0.001982778
881,87156,1048,56,29,31,3,3,4,9,0.001267682
882,87157,1048,57,29,31,3,3,4,9,0.002231577
883,87158,1048,58,29,31,3,3,4,4,0.003377514
884,87159,1048,59,29,31,3,3,4,4,0.003566168
885,87160,1048,60,29,31,0,0,0,0,-1.0
886,87161,1048,61,29,31,1,1,1,1,0.011266793
887,87162,1107,62,29,31,1,4,5,8,0.02198646
888,87163,1107,63,29,31,3,1,7,7,0.007337309
889,87164,1107,64,29,31,0,0,0,0,-1.0
890,87221,1048,54,30,31,3,3,4,4,0.004287078
891,87222,1048,55,30,31,3,3,4,9,0.001750075
892,87223,1048,56,30,31,3,3,4,9,0.001435806
893,87224,1048,57,30,31,3,3,4,9,0.002522449
894,87225,1048,58,30,31,3,3,4,4,0.00391598
895,87226,1048,59,30,31,3,3,4,4,0.004339677
896,87227,1048,60,30,31,0,0,0,0,-1.0
897,87228,1048,61,30,31,1,1,1,1,0.009948852
898,87229,1107,62,30,31,1,4,3,12,0.028102648
899,87230,1107,63,30,31,3,1,7,7,0.008722258
900,87231,1107,64,30,31,0,0,0,0,-1.0
901,87288,1048,54,31,31,3,3,7,7,0.005540136
902,87289,1048,55,31,31,3,3,4,9,0.001587689
903,87290,1048,56,31,31,3,3,4,9,0.001581287
904,87291,1048,57,31,31,3,3,4,9,0.002206128
905,87292,1048,58,31,31,3,3,4,4,0.003233868
906,87293,1048,59,31,31,3,3,7,7,0.00547288
907,87294,1048,60,31,31,0,0,0,0,-1.0
908,87295,1048,61,31,31,1,1,1,1,0.010620398
909,87296,1107,62,31,31,1,4,5,8,0.024007203
910,87297,1107,63,31,31,3,3,7,7,0.006753768
911,87298,1107,64,31,31,0,0,0,0,-1.0
912,87355,1048,54,32,31,3,3,7,7,0.006888033
913,87356,1048,55,32,31,3,3,4,9,0.001878796
914,87357,1048,56,32,31,3,3,4,9,0.001950669
915,87358,1048,57,32,31,3,3,4,4,0.003431565
916,87359,1048,58,32,31,3,3,7,4,0.005128724
917,87360,1048,59,32,31,3,3,7,7,0.006249609
918,87361,1048,60,32,31,0,0,0,0,-1.0
919,87362,1048,61,32,31,1,1,1,10,0.014013835
920,87363,1107,62,32,31,1,4,5,8,0.023426011
921,87364,1107,63,32,31,3,3,7,7,0.006183508
922,87365,1107,64,32,31,0,0,0,0,-1.0
923,87421,307,53,33,31,3,3,4,9,0.002487533
924,87422,1048,54,33,31,3,3,7,7,0.00563475
925,87423,1048,55,33,31,3,3,4,9,0.002173803
926,87424,1048,56,33,31,3,3,4,9,0.001889442
927,87425,1048,57,33,31,3,3,4,4,0.004376133
928,87426,1048,58,33,31,3,1,7,7,0.008124634
929,87427,1048,59,33,31,3,3,7,7,0.006734202
930,87428,1048,60,33,31,0,0,0,0,-1.0
931,87430,1107,62,33,31,1,4,3,12,0.026610345
932,87488,307,53,34,31,3,3,4,9,0.001074364
933,87489,307,54,34,31,3,3,4,9,0.002298626
934,87490,307,55,34,31,3,3,4,9,0.001915648
935,87491,1048,56,34,31,3,3,4,9,0.001486785
936,87492,1048,57,34,31,3,3,4,4,0.003434551
937,87493,1048,58,34,31,1,1,1,1,0.009855957
938,87494,307,59,34,31,3,3,7,7,0.006218432
939,87495,1048,60,34,31,0,0,0,0,-1.0
940,87496,1048,61,34,31,1,1,1,10,0.012723568
941,87497,1107,62,34,31,1,4,3,12,0.026560444
942,87556,307,54,35,31,3,3,4,9,0.000857223
943,87557,307,55,35,31,3,3,4,9,0.001213225
944,87558,307,56,35,31,3,3,4,9,0.001067747
945,87559,307,57,35,31,3,3,4,9,0.002055003
946,87560,307,58,35,31,3,1,1,1,0.00954887
947,87561,307,59,35,31,3,3,4,4,0.004767559
948,87562,307,60,35,31,0,0,0,0,-1.0
949,87623,307,54,36,31,3,3,4,9,0.000444334
950,87624,307,55,36,31,3,3,4,9,0.000450974
951,87626,307,57,36,31,3,3,4,9,0.001040259
952,87627,307,58,36,31,3,3,7,7,0.006090953
953,89770,136,57,27,32,3,3,4,4,0.003155479
954,89771,136,58,27,32,3,3,7,7,0.006599836
955,89772,136,59,27,32,1,1,1,1,0.010386275
956,89773,136,60,27,32,0,0,0,0,-1.0
957,89774,136,61,27,32,1,1,1,1,0.011820537
958,89775,136,62,27,32,1,1,1,10,0.014395771
959,89776,136,63,27,32,3,1,7,7,0.007184304
960,89777,136,64,27,32,0,0,0,0,-1.0
961,89834,136,54,28,32,3,3,4,4,0.003272086
962,89837,136,57,28,32,3,3,4,9,0.00247419
963,89838,1048,58,28,32,3,3,7,7,0.005842632
964,89839,136,59,28,32,3,1,1,1,0.009361947
965,89840,136,60,28,32,0,0,0,0,-1.0
966,89841,136,61,28,32,1,1,1,1,0.010407089
967,89842,136,62,28,32,1,4,5,10,0.016196784
968,89843,136,63,28,32,3,3,7,7,0.006375959
969,89844,136,64,28,32,0,0,0,0,-1.0
970,89901,136,54,29,32,3,3,4,4,0.002953635
971,89902,136,55,29,32,3,3,4,9,0.002348636
972,89903,136,56,29,32,3,3,4,9,0.002107508
973,89904,136,57,29,32,3,3,4,9,0.002662855
974,89905,1048,58,29,32,3,3,7,7,0.005462876
975,89906,136,59,29,32,3,1,1,1,0.009508721
976,89907,1048,60,29,32,0,0,0,0,-1.0
977,89908,1048,61,29,32,1,1,1,1,0.011016714
978,89909,1107,62,29,32,1,4,5,8,0.02185391
979,89910,1107,63,29,32,3,1,7,7,0.007395479
980,89911,1107,64,29,32,0,0,0,0,-1.0
981,89968,136,54,30,32,3,3,4,4,0.004327351
982,89969,136,55,30,32,3,3,4,9,0.002196091
983,89970,136,56,30,32,3,3,4,9,0.002442594
984,89971,136,57,30,32,3,3,4,4,0.003658717
985,89972,1048,58,30,32,3,3,4,4,0.004709195
986,89973,1048,59,30,32,3,1,1,1,0.00974136
987,89974,1048,60,30,32,0,0,0,0,-1.0
988,89975,1048,61,30,32,1,1,1,1,0.010379655
989,89976,1107,62,30,32,1,4,3,12,0.026262786
990,89977,1107,63,30,32,3,1,7,7,0.008398392
991,89978,1107,64,30,32,0,0,0,0,-1.0
992,90035,1048,54,31,32,3,3,7,4,0.005255976
993,90036,136,55,31,32,3,3,4,9,0.002270173
994,90037,136,56,31,32,3,3,4,4,0.003094347
995,90038,1048,57,31,32,3,3,7,7,0.005501213
996,90039,1048,58,31,32,3,3,4,4,0.004269692
997,90040,1048,59,31,32,1,1,1,1,0.009823981
998,90041,1048,60,31,32,0,0,0,0,-1.0
999,90042,1048,61,31,32,1,1,1,1,0.0113401
1000,90043,1107,62,31,32,1,4,3,12,0.02580874
1001,90044,1107,63,31,32,3,1,7,7,0.008144161
1002,90045,1107,64,31,32,0,0,0,0,-1.0
1003,90102,1048,54,32,32,3,3,7,4,0.005193174
