index,voxRowNum,Structure-ID,X,Y,Z,Cluster_4,Cluster_6,Cluster_8,Cluster_13,Actb-74881516
562,73555,1048,56,31,26,3,1,5,12,0.12791206
563,73556,1048,57,31,26,3,1,5,5,0.12631023
564,73557,1048,58,31,26,3,1,1,12,0.13083953
565,73558,1048,59,31,26,3,1,5,12,0.12920801
566,73559,1048,60,31,26,3,1,5,5,0.12279212
567,73560,1048,61,31,26,3,1,5,5,0.12632276
568,73561,1107,62,31,26,3,1,1,12,0.13249744
569,73562,1107,63,31,26,1,5,6,9,0.14104904
570,73563,1107,64,31,26,1,5,1,9,0.1393575
571,73620,1048,54,32,26,1,5,1,9,0.13871126
572,73621,1048,55,32,26,1,5,6,9,0.14197232
573,73622,1048,56,32,26,3,1,1,12,0.13154821
574,73623,1048,57,32,26,3,1,5,12,0.12712121
575,73624,1048,58,32,26,3,1,5,5,0.12410885
576,73625,1048,59,32,26,3,1,5,12,0.12864015
577,73626,1048,60,32,26,3,1,5,5,0.12214982
578,73627,1048,61,32,26,3,1,5,5,0.12279142
579,73628,1107,62,32,26,3,1,5,5,0.12482413
580,73629,1107,63,32,26,1,5,1,1,0.1373872
581,73630,1107,64,32,26,3,1,5,12,0.12949692
582,73686,307,53,33,26,3,1,1,12,0.13222717
583,73687,1048,54,33,26,1,5,1,1,0.13589485
584,73688,1048,55,33,26,1,0,6,6,0.14901079
585,73689,1048,56,33,26,3,1,1,12,0.13272856
586,73690,1048,57,33,26,3,1,1,12,0.13155426
587,73691,1048,58,33,26,3,1,1,12,0.1320753
588,73692,1048,59,33,26,1,5,1,9,0.13952298
589,73693,1048,60,33,26,3,1,5,5,0.12492161
590,73695,1107,62,33,26,3,1,5,5,0.1260371
591,73753,307,53,34,26,1,1,1,1,0.1351551
592,73754,307,54,34,26,1,5,6,9,0.14050524
593,73755,307,55,34,26,0,0,0,10,0.15780324
594,73756,1048,56,34,26,1,5,1,1,0.1377338
595,73757,1048,57,34,26,3,1,5,12,0.12733278
596,73758,1048,58,34,26,1,5,1,9,0.13901216
597,73759,307,59,34,26,0,0,4,10,0.15948486
598,73760,1048,60,34,26,1,5,6,9,0.1421208
599,73821,307,54,35,26,0,0,0,0,0.15309972
600,73822,307,55,35,26,0,4,4,4,0.16358532
601,73823,307,56,35,26,1,5,1,1,0.1359552
602,73824,307,57,35,26,3,1,1,12,0.13051927
603,73825,307,58,35,26,1,5,6,6,0.14810823
604,73826,307,59,35,26,2,4,7,7,0.17166771
605,73827,307,60,35,26,0,0,0,10,0.15795937
606,73889,307,55,36,26,2,4,7,7,0.17013991
607,73891,307,57,36,26,0,0,0,0,0.15129529
608,73892,307,58,36,26,0,4,4,4,0.16652028
609,75971,773,60,26,27,2,2,2,11,0.18715274
610,76033,970,55,27,27,2,4,7,7,0.1737306
611,76034,970,56,27,27,2,2,7,7,0.17555168
612,76035,970,57,27,27,2,2,2,11,0.18703578
613,76036,970,58,27,27,2,2,2,11,0.19580998
614,76037,970,59,27,27,2,2,2,11,0.18732835
615,76039,773,61,27,27,2,4,7,7,0.17236365
616,76040,773,62,27,27,0,4,4,4,0.16285764
617,76099,1048,54,28,27,1,5,1,1,0.13830636
618,76100,1048,55,28,27,1,0,0,0,0.15020806
619,76101,970,56,28,27,0,4,4,4,0.1665743
620,76102,970,57,28,27,2,4,7,7,0.17435701
621,76103,970,58,28,27,0,4,4,4,0.16531128
622,76104,1048,59,28,27,0,0,0,0,0.15194207
623,76105,1048,60,28,27,0,0,0,0,0.15259099
624,76106,773,61,28,27,0,0,0,10,0.15627673
625,76107,773,62,28,27,0,4,4,10,0.1616352
626,76108,773,63,28,27,2,4,7,7,0.17336585
627,76109,773,64,28,27,2,4,7,7,0.1700896
628,76166,1048,54,29,27,3,1,5,5,0.124661505
629,76167,1048,55,29,27,3,1,5,12,0.12938175
630,76168,1048,56,29,27,1,5,6,9,0.1440257
631,76169,1048,57,29,27,1,5,6,6,0.14843363
632,76170,1048,58,29,27,1,5,6,9,0.14138782
633,76171,1048,59,29,27,1,1,1,1,0.13421372
634,76172,1048,60,29,27,3,1,1,1,0.13325164
635,76173,1048,61,29,27,1,5,6,6,0.14606911
636,76174,773,62,29,27,0,0,4,10,0.15853752
637,76175,773,63,29,27,0,4,4,4,0.16361198
638,76176,773,64,29,27,0,0,0,0,0.15451343
639,76233,1048,54,30,27,3,1,5,12,0.12944548
640,76234,1048,55,30,27,3,1,5,5,0.12463937
641,76235,1048,56,30,27,3,1,5,12,0.12917556
642,76236,1048,57,30,27,3,1,1,12,0.13107455
643,76237,1048,58,30,27,1,1,1,1,0.1340399
644,76238,1048,59,30,27,3,1,5,5,0.12503678
645,76239,1048,60,30,27,3,3,3,3,0.1127841
646,76240,1048,61,30,27,3,1,5,5,0.12585582
647,76241,1107,62,30,27,1,5,1,9,0.13896789
648,76242,1107,63,30,27,1,5,6,9,0.14148307
649,76243,1107,64,30,27,1,1,1,1,0.13471664
650,76300,1048,54,31,27,1,5,1,1,0.13592774
651,76301,1048,55,31,27,3,1,1,12,0.13207848
652,76302,1048,56,31,27,3,1,1,12,0.1302445
653,76303,1048,57,31,27,3,1,5,5,0.12546703
654,76304,1048,58,31,27,3,1,5,12,0.12828122
655,76305,1048,59,31,27,3,1,5,5,0.11976293
656,76306,1048,60,31,27,3,3,3,3,0.11169603
657,76308,1107,62,31,27,3,3,5,5,0.118320845
658,76309,1107,63,31,27,3,1,5,12,0.12721778
659,76367,1048,54,32,27,1,5,1,1,0.13823828
660,76368,1048,55,32,27,1,5,1,9,0.13901094
661,76369,1048,56,32,27,3,1,5,5,0.12631255
662,76370,1048,57,32,27,3,1,5,5,0.12384908
663,76371,1048,58,32,27,3,1,5,5,0.12186092
664,76373,1048,60,32,27,3,3,5,3,0.11654516
665,76375,1107,62,32,27,3,1,5,5,0.11991475
666,76433,307,53,33,27,1,1,1,1,0.13415444
667,76434,1048,54,33,27,1,5,1,1,0.13766804
668,76435,1048,55,33,27,1,5,6,6,0.1458596
669,76436,1048,56,33,27,3,1,5,5,0.12379666
670,76437,1048,57,33,27,3,1,5,12,0.1293172
671,76438,1048,58,33,27,3,1,5,12,0.12869698
672,76439,1048,59,33,27,3,1,1,12,0.13056758
673,76440,1048,60,33,27,3,1,5,5,0.121900745
674,76500,307,53,34,27,1,5,1,1,0.1383326
675,76501,307,54,34,27,1,5,6,6,0.14528926
676,76502,307,55,34,27,0,0,0,0,0.15460707
677,76503,1048,56,34,27,3,1,5,12,0.12903562
678,76504,1048,57,34,27,3,1,1,12,0.13157277
679,76505,1048,58,34,27,3,1,5,12,0.12920949
680,76506,307,59,34,27,0,0,0,0,0.15261894
681,76568,307,54,35,27,0,0,4,10,0.16030379
682,76569,307,55,35,27,0,4,4,4,0.16418323
683,76570,307,56,35,27,3,1,1,12,0.13063233
684,76571,307,57,35,27,1,5,1,1,0.13556321
685,76572,307,58,35,27,1,5,6,6,0.14649254
686,76636,307,55,36,27,2,4,7,7,0.1727586
687,78714,970,56,26,28,2,4,7,7,0.17153396
688,78718,773,60,26,28,2,2,2,11,0.19200444
689,78780,970,55,27,28,0,4,4,4,0.1668165
690,78783,970,58,27,28,2,2,2,11,0.19348362
691,78784,970,59,27,28,2,2,2,2,0.18330714
692,78785,773,60,27,28,2,4,7,7,0.17201537
693,78786,773,61,27,28,0,0,4,10,0.15916027
694,78787,773,62,27,28,1,5,6,6,0.14607923
695,78846,1048,54,28,28,1,1,1,1,0.13399142
696,78847,1048,55,28,28,1,5,6,9,0.14369547
697,78852,1048,60,28,28,1,5,6,9,0.14131217
698,78853,773,61,28,28,1,5,6,6,0.14554244
699,78854,773,62,28,28,0,0,0,0,0.15049177
700,78855,773,63,28,28,0,0,4,10,0.16104841
701,78913,1048,54,29,28,3,1,5,5,0.12446099
702,78914,1048,55,29,28,3,1,5,5,0.124054216
703,78916,1048,57,29,28,1,5,1,9,0.13939802
704,78920,1048,61,29,28,1,5,1,1,0.1380153
705,78921,773,62,29,28,0,0,0,10,0.15735938
706,78922,773,63,29,28,0,4,4,4,0.16630228
707,78923,773,64,29,28,0,0,0,10,0.15711881
708,78980,1048,54,30,28,1,5,1,1,0.13656746
709,78981,1048,55,30,28,3,1,5,12,0.12827101
710,78983,1048,57,30,28,3,1,5,5,0.12321072
711,78989,773,63,30,28,1,5,1,1,0.13612208
712,78990,773,64,30,28,3,1,5,12,0.1295589
713,79047,1048,54,31,28,1,5,6,6,0.14521687
714,79048,1048,55,31,28,1,5,6,6,0.1451075
715,79114,1048,54,32,28,1,5,6,6,0.14523247
716,79115,1048,55,32,28,0,0,0,0,0.1503682
717,79181,307,54,33,28,1,5,6,9,0.14411783
718,79182,1048,55,33,28,1,5,6,9,0.1415727
719,79183,1048,56,33,28,3,1,5,5,0.12095772
720,79185,1048,58,33,28,3,1,5,5,0.12454065
721,79247,307,53,34,28,0,0,0,10,0.1578856
722,79248,307,54,34,28,1,5,6,6,0.14849015
723,79249,1048,55,34,28,1,0,0,6,0.1498822
724,79253,1048,59,34,28,1,5,1,1,0.13689907
725,79315,307,54,35,28,0,0,4,10,0.15848438
726,79316,307,55,35,28,0,4,4,4,0.16477865
727,79317,307,56,35,28,1,1,1,1,0.13456464
728,79318,307,57,35,28,1,5,1,9,0.13941275
729,79319,307,58,35,28,1,5,6,9,0.14296901
730,79382,307,54,36,28,2,4,7,4,0.16801444
731,79385,307,57,36,28,0,0,0,0,0.15082002
732,81461,970,56,26,29,2,4,7,7,0.17110409
733,81465,773,60,26,29,2,2,2,11,0.19208471
734,81527,970,55,27,29,2,2,7,7,0.17594631
735,81529,970,57,27,29,2,2,2,11,0.18510011
736,81530,970,58,27,29,2,2,2,11,0.1888261
737,81531,970,59,27,29,2,2,2,11,0.18717599
738,81532,773,60,27,29,2,2,7,2,0.17794178
739,81533,773,61,27,29,2,4,7,7,0.17051007
740,81534,773,62,27,29,2,4,7,7,0.16959415
741,81593,1048,54,28,29,1,5,1,1,0.13773152
742,81594,1048,55,28,29,0,0,0,0,0.15228288
743,81599,773,60,28,29,0,0,0,0,0.15037362
744,81600,773,61,28,29,0,0,0,0,0.15379275
745,81601,773,62,28,29,0,0,4,10,0.15961584
746,81602,773,63,28,29,0,4,4,4,0.16700357
747,81603,773,64,28,29,2,2,7,7,0.17555703
748,81660,1048,54,29,29,3,1,5,5,0.12462967
749,81661,1048,55,29,29,3,1,5,12,0.1283349
750,81663,1048,57,29,29,1,0,6,6,0.14893802
751,81667,1048,61,29,29,1,5,1,9,0.13966043
752,81668,773,62,29,29,0,0,0,10,0.15745209
753,81669,773,63,29,29,0,4,4,4,0.16601562
754,81670,773,64,29,29,0,4,4,10,0.1614709
755,81727,1048,54,30,29,3,1,1,12,0.13242042
756,81728,1048,55,30,29,3,1,5,12,0.12853552
757,81730,1048,57,30,29,3,1,5,12,0.12971488
758,81732,1048,59,30,29,3,3,3,3,0.11254628
759,81736,773,63,30,29,1,5,6,9,0.1402406
760,81737,773,64,30,29,3,1,1,12,0.13089065
761,81794,1048,54,31,29,1,5,6,9,0.14075598
762,81795,1048,55,31,29,1,5,1,9,0.13938276
763,81800,1048,60,31,29,3,3,3,3,0.105740465
764,81861,1048,54,32,29,1,5,6,9,0.14333132
765,81862,1048,55,32,29,1,5,6,6,0.14726943
766,81863,1048,56,32,29,3,1,1,12,0.13046783
767,81928,307,54,33,29,1,5,1,9,0.13966809
768,81929,1048,55,33,29,1,5,6,9,0.14194524
769,81930,1048,56,33,29,3,1,5,5,0.12273522
770,81932,1048,58,33,29,3,1,5,5,0.12017685
771,81994,307,53,34,29,0,0,0,0,0.1509279
772,81995,307,54,34,29,1,5,6,9,0.14147924
773,81996,1048,55,34,29,1,5,6,6,0.14524408
774,81999,1048,58,34,29,3,1,5,5,0.12442396
775,82000,1048,59,34,29,3,1,1,12,0.13142107
776,82062,307,54,35,29,0,0,0,0,0.15528925
777,82063,307,55,35,29,0,0,0,0,0.15438604
778,82064,307,56,35,29,1,5,1,1,0.13674021
779,82065,307,57,35,29,1,1,1,1,0.13403742
780,82066,307,58,35,29,1,5,6,6,0.14489913
781,84212,773,60,26,30,2,2,2,11,0.19224016
782,84274,970,55,27,30,2,2,2,11,0.19025631
783,84275,970,56,27,30,2,2,2,11,0.18751514
784,84276,970,57,27,30,2,2,2,2,0.18402629
785,84277,970,58,27,30,2,2,2,11,0.18816866
786,84278,970,59,27,30,2,2,2,11,0.1937992
787,84280,773,61,27,30,2,2,2,11,0.1889124
788,84281,773,62,27,30,2,2,2,11,0.20084432
789,84340,1048,54,28,30,1,5,6,6,0.1464993
790,84341,1048,55,28,30,0,0,4,10,0.16115892
791,84342,970,56,28,30,2,2,7,2,0.17645189
792,84343,970,57,28,30,2,2,2,2,0.18356395
793,84344,970,58,28,30,2,2,7,2,0.177725
794,84345,1048,59,28,30,2,4,7,7,0.17208797
795,84346,1048,60,28,30,0,4,4,4,0.16451159
796,84347,773,61,28,30,2,4,7,7,0.17030653
797,84348,773,62,28,30,2,4,7,7,0.17366216
798,84349,773,63,28,30,2,4,7,7,0.17160091
799,84350,773,64,28,30,2,4,7,7,0.1737754
800,84407,1048,54,29,30,3,1,1,1,0.13292369
801,84408,1048,55,29,30,1,1,1,1,0.1339534
802,84409,1048,56,29,30,1,0,6,6,0.14872763
803,84410,1048,57,29,30,0,0,4,10,0.1589472
804,84411,1048,58,29,30,1,0,0,0,0.15016407
805,84412,1048,59,29,30,1,5,1,1,0.1373425
806,84413,1048,60,29,30,3,1,1,12,0.1312211
807,84414,1048,61,29,30,1,5,6,9,0.14231673
808,84415,773,62,29,30,0,0,0,0,0.15262319
809,84416,773,63,29,30,0,0,0,10,0.15671532
810,84417,773,64,29,30,0,0,0,0,0.15473889
811,84474,1048,54,30,30,3,1,5,12,0.12984808
812,84475,1048,55,30,30,3,1,5,12,0.12863545
813,84476,1048,56,30,30,1,5,1,1,0.1358908
814,84477,1048,57,30,30,1,5,1,1,0.1356288
815,84478,1048,58,30,30,3,1,5,12,0.12846825
816,84479,1048,59,30,30,3,1,5,5,0.122904465
817,84480,1048,60,30,30,3,3,5,5,0.11740892
818,84481,1048,61,30,30,3,1,5,12,0.12882818
819,84482,1107,62,30,30,1,5,6,9,0.14043763
820,84483,1107,63,30,30,1,5,6,6,0.14688921
821,84484,1107,64,30,30,1,5,6,9,0.14203885
822,84541,1048,54,31,30,1,1,1,1,0.13447534
823,84542,1048,55,31,30,3,1,1,12,0.13080128
824,84543,1048,56,31,30,1,1,1,1,0.13371219
825,84544,1048,57,31,30,3,1,5,12,0.12871537
826,84545,1048,58,31,30,3,1,5,12,0.12732843
827,84546,1048,59,31,30,3,1,5,12,0.12974556
828,84547,1048,60,31,30,3,3,5,5,0.117534906
829,84549,1107,62,31,30,3,1,1,12,0.13230665
830,84550,1107,63,31,30,3,1,1,12,0.1307194
831,84608,1048,54,32,30,1,5,1,9,0.13956936
832,84609,1048,55,32,30,1,5,1,1,0.13811937
833,84610,1048,56,32,30,3,1,1,12,0.1309196
834,84611,1048,57,32,30,1,5,1,1,0.1371679
835,84612,1048,58,32,30,1,1,1,1,0.13328
836,84614,1048,60,32,30,3,3,5,3,0.11573982
837,84616,1107,62,32,30,3,1,5,12,0.12966262
838,84674,307,53,33,30,1,5,6,9,0.14249338
839,84675,1048,54,33,30,1,5,1,1,0.13718094
840,84676,1048,55,33,30,1,5,6,6,0.1447669
841,84677,1048,56,33,30,3,1,5,5,0.12619759
842,84678,1048,57,33,30,1,5,1,1,0.13761184
843,84679,1048,58,33,30,3,1,5,12,0.13019206
844,84680,1048,59,33,30,1,1,1,1,0.1341515
845,84681,1048,60,33,30,3,1,5,5,0.120638326
846,84741,307,53,34,30,1,5,6,9,0.14070599
847,84742,307,54,34,30,1,1,1,1,0.13452354
848,84743,307,55,34,30,1,5,6,6,0.14591977
849,84744,1048,56,34,30,3,1,5,5,0.12546776
850,84745,1048,57,34,30,3,1,5,12,0.12705535
851,84746,1048,58,34,30,3,1,5,12,0.13012478
852,84747,307,59,34,30,1,5,6,9,0.14057545
853,84809,307,54,35,30,1,5,6,6,0.1479373
854,84810,307,55,35,30,1,5,6,6,0.14838731
855,84811,307,56,35,30,3,1,1,12,0.13100077
856,84812,307,57,35,30,1,1,1,1,0.13539617
857,84813,307,58,35,30,1,0,0,6,0.14994666
858,84877,307,55,36,30,0,4,4,10,0.16130777
859,86959,136,60,26,31,2,2,2,11,0.19026543
860,87020,1048,54,27,31,0,4,4,4,0.16604972
861,87023,970,57,27,31,2,2,2,2,0.17995709
862,87024,970,58,27,31,2,2,2,2,0.18376938
863,87025,136,59,27,31,2,2,2,11,0.18849722
864,87026,136,60,27,31,2,2,2,11,0.18528308
865,87027,136,61,27,31,2,2,2,11,0.18782562
866,87028,136,62,27,31,2,2,2,11,0.19869404
867,87029,136,63,27,31,2,2,2,11,0.20677516
868,87087,1048,54,28,31,1,1,1,1,0.13428432
869,87088,1048,55,28,31,1,5,6,6,0.14660738
870,87089,1048,56,28,31,0,0,4,10,0.16023907
871,87090,1048,57,28,31,2,4,7,7,0.17254038
872,87091,1048,58,28,31,2,4,7,7,0.17044362
873,87092,1048,59,28,31,2,4,7,7,0.16957393
874,87093,1048,60,28,31,2,4,7,4,0.168493
875,87094,1048,61,28,31,2,2,7,2,0.17631683
876,87095,773,62,28,31,2,4,7,7,0.17149709
877,87096,1107,63,28,31,0,0,4,10,0.15894206
878,87097,1107,64,28,31,0,0,0,10,0.15735771
879,87154,1048,54,29,31,3,1,5,5,0.12544946
880,87155,1048,55,29,31,3,1,5,5,0.12058504
881,87156,1048,56,29,31,1,5,1,1,0.13769095
882,87157,1048,57,29,31,0,0,0,0,0.15098181
883,87158,1048,58,29,31,1,5,6,6,0.14564463
884,87159,1048,59,29,31,1,5,6,9,0.14084946
885,87160,1048,60,29,31,1,5,6,9,0.14020471
886,87161,1048,61,29,31,1,5,6,6,0.14758267
887,87162,1107,62,29,31,1,5,6,6,0.14569332
888,87163,1107,63,29,31,1,5,6,9,0.14079787
889,87164,1107,64,29,31,1,5,6,9,0.14151737
890,87221,1048,54,30,31,3,1,5,5,0.12560971
891,87222,1048,55,30,31,3,1,5,5,0.12095591
892,87223,1048,56,30,31,3,1,5,5,0.12524194
893,87224,1048,57,30,31,3,1,5,12,0.12747848
894,87225,1048,58,30,31,3,1,5,12,0.12652618
895,87226,1048,59,30,31,3,1,1,12,0.1306102
896,87227,1048,60,30,31,3,1,5,12,0.12907112
897,87228,1048,61,30,31,3,1,1,1,0.13295579
898,87229,1107,62,30,31,1,5,6,9,0.14025708
899,87230,1107,63,30,31,1,0,6,6,0.14911404
900,87231,1107,64,30,31,1,5,6,6,0.14656988
901,87288,1048,54,31,31,3,1,1,12,0.13022475
902,87289,1048,55,31,31,3,1,5,5,0.12599912
903,87290,1048,56,31,31,3,3,5,3,0.11598494
904,87291,1048,57,31,31,3,3,5,5,0.11781893
905,87292,1048,58,31,31,3,1,5,5,0.123625904
906,87293,1048,59,31,31,3,1,5,12,0.12945905
907,87294,1048,60,31,31,3,1,5,5,0.123108186
908,87295,1048,61,31,31,3,1,5,12,0.12917419
909,87296,1107,62,31,31,1,5,6,9,0.1414663
910,87297,1107,63,31,31,1,5,6,6,0.1481171
911,87298,1107,64,31,31,1,5,6,9,0.14178208
912,87355,1048,54,32,31,1,5,1,1,0.13704342
913,87356,1048,55,32,31,1,5,1,1,0.13581103
914,87357,1048,56,32,31,3,1,5,5,0.11961194
915,87358,1048,57,32,31,3,1,5,5,0.12463809
916,87359,1048,58,32,31,3,1,5,12,0.12955284
917,87360,1048,59,32,31,3,1,1,12,0.13157943
918,87361,1048,60,32,31,3,1,5,5,0.121653005
919,87362,1048,61,32,31,3,1,5,12,0.12688787
920,87363,1107,62,32,31,1,1,1,1,0.13489369
921,87364,1107,63,32,31,1,5,6,9,0.1425435
922,87365,1107,64,32,31,3,1,1,12,0.13232858
923,87421,307,53,33,31,1,5,6,9,0.14249659
924,87422,1048,54,33,31,1,5,6,9,0.1425051
925,87423,1048,55,33,31,1,5,6,6,0.14472412
926,87424,1048,56,33,31,3,1,5,5,0.12316986
927,87425,1048,57,33,31,3,1,5,5,0.12493126
928,87426,1048,58,33,31,3,1,5,12,0.13010943
929,87427,1048,59,33,31,1,5,1,1,0.13848801
930,87428,1048,60,33,31,3,1,5,5,0.12454661
931,87430,1107,62,33,31,3,1,5,12,0.12900425
932,87488,307,53,34,31,1,5,6,6,0.14622805
933,87489,307,54,34,31,1,5,1,1,0.13771957
934,87490,307,55,34,31,1,0,6,6,0.14873683
935,87491,1048,56,34,31,3,1,5,12,0.12990516
936,87492,1048,57,34,31,3,1,5,5,0.12497695
937,87493,1048,58,34,31,3,1,5,12,0.1275129
938,87494,307,59,34,31,1,5,6,9,0.14248484
939,87495,1048,60,34,31,3,1,5,12,0.1292764
940,87496,1048,61,34,31,3,1,1,12,0.13183811
941,87497,1107,62,34,31,3,1,5,12,0.12956324
942,87556,307,54,35,31,1,5,6,9,0.14032528
943,87557,307,55,35,31,1,5,6,6,0.14834057
944,87558,307,56,35,31,3,1,5,12,0.12748435
945,87559,307,57,35,31,1,1,1,1,0.13364786
946,87560,307,58,35,31,1,5,6,9,0.14415699
947,87561,307,59,35,31,0,0,0,0,0.15352784
948,87562,307,60,35,31,1,0,0,6,0.14988668
949,87623,307,54,36,31,0,0,0,0,0.15335453
950,87624,307,55,36,31,0,0,0,10,0.15793589
951,87626,307,57,36,31,1,5,6,9,0.14340852
952,87627,307,58,36,31,0,4,4,4,0.16511728
953,89770,136,57,27,32,2,2,7,2,0.1773497
954,89771,136,58,27,32,2,2,7,7,0.17591964
955,89772,136,59,27,32,2,2,2,2,0.18030119
956,89773,136,60,27,32,2,2,2,2,0.17979458
957,89774,136,61,27,32,2,2,7,2,0.17872159
958,89775,136,62,27,32,2,2,2,11,0.18676752
959,89776,136,63,27,32,2,2,2,11,0.19077331
960,89777,136,64,27,32,2,2,7,2,0.17733312
961,89834,136,54,28,32,3,3,5,5,0.1171007
962,89837,136,57,28,32,0,4,4,4,0.16709232
963,89838,1048,58,28,32,0,4,4,4,0.16611063
964,89839,136,59,28,32,2,4,7,7,0.16896093
965,89840,136,60,28,32,2,2,7,2,0.1778695
966,89841,136,61,28,32,2,2,2,2,0.1825718
967,89842,136,62,28,32,2,4,7,7,0.17127019
968,89843,136,63,28,32,0,0,0,10,0.15701872
969,89844,136,64,28,32,1,5,6,6,0.14681713
970,89901,136,54,29,32,3,3,3,3,0.10220812
971,89902,136,55,29,32,3,3,3,3,0.10494049
972,89903,136,56,29,32,3,1,5,12,0.12972693
973,89904,136,57,29,32,1,5,6,6,0.14823739
974,89905,1048,58,29,32,0,0,0,0,0.1515815
975,89906,136,59,29,32,0,0,0,0,0.15468921
976,89907,1048,60,29,32,0,0,0,10,0.15748212
977,89908,1048,61,29,32,0,0,4,10,0.15989195
978,89909,1107,62,29,32,0,0,0,0,0.15335813
979,89910,1107,63,29,32,1,5,6,9,0.14362052
980,89911,1107,64,29,32,1,5,1,1,0.13746096
981,89968,136,54,30,32,3,3,3,3,0.11061959
982,89969,136,55,30,32,3,3,3,3,0.10538397
983,89970,136,56,30,32,3,3,3,3,0.11336296
984,89971,136,57,30,32,3,1,1,12,0.130871
985,89972,1048,58,30,32,1,5,6,9,0.14027892
986,89973,1048,59,30,32,1,5,6,6,0.14865246
987,89974,1048,60,30,32,1,5,6,6,0.14659958
988,89975,1048,61,30,32,1,5,6,6,0.14652312
989,89976,1107,62,30,32,1,0,0,6,0.14923337
990,89977,1107,63,30,32,1,0,0,6,0.14968872
991,89978,1107,64,30,32,1,5,6,9,0.14415756
992,90035,1048,54,31,32,3,1,5,5,0.11945113
993,90036,136,55,31,32,3,3,3,3,0.111914165
994,90037,136,56,31,32,3,3,3,3,0.09905703
995,90038,1048,57,31,32,3,1,5,5,0.12176011
996,90039,1048,58,31,32,1,5,1,1,0.13794646
997,90040,1048,59,31,32,1,5,6,9,0.14180854
998,90041,1048,60,31,32,1,5,1,9,0.13881148
999,90042,1048,61,31,32,1,5,6,9,0.14359374
1000,90043,1107,62,31,32,1,0,6,6,0.14874674
1001,90044,1107,63,31,32,0,0,0,0,0.150842
1002,90045,1107,64,31,32,1,5,6,6,0.14680392
1003,90102,1048,54,32,32,3,1,1,12,0.13184936
1004,90103,136,55,32,32,3,1,5,12,0.1272371
1005,90104,1048,56,32,32,3,3,3,3,0.10817647
1006,90105,1048,57,32,32,3,1,5,12,0.1283979
1007,90106,1048,58,32,32,1,5,1,9,0.13916908
1008,90107,1048,59,32,32,1,5,1,1,0.1375777
1009,90108,1048,60,32,32,1,5,1,1,0.13680382
1010,90109,1048,61,32,32,1,5,6,9,0.14360127
1011,90110,1107,62,32,32,1,5,6,9,0.1420868
1012,90111,1107,63,32,32,0,0,0,0,0.1523733
1013,90112,1107,64,32,32,1,5,6,6,0.14641276
1014,90169,1048,54,33,32,1,5,6,9,0.1408384
1015,90170,1048,55,33,32,1,1,1,1,0.13534415
1016,90171,1048,56,33,32,3,1,5,5,0.12093422
1017,90172,1048,57,33,32,3,1,1,12,0.13135277
1018,90173,1048,58,33,32,1,5,6,9,0.14235836
1019,90174,1048,59,33,32,1,5,1,1,0.13822934
1020,90176,1048,61,33,32,1,5,6,9,0.14127855
1021,90177,1107,62,33,32,1,5,6,9,0.14333662
1022,90178,1107,63,33,32,1,5,6,6,0.1465111
1023,90179,1107,64,33,32,1,1,1,1,0.13507003
1024,90235,307,53,34,32,1,5,6,9,0.14200966
1025,90236,1048,54,34,32,1,1,1,1,0.13422696
1026,90237,978,55,34,32,1,5,1,1,0.13673311
1027,90238,1048,56,34,32,1,1,1,1,0.13373971
1028,90239,978,57,34,32,3,1,5,12,0.1293647
1029,90240,1048,58,34,32,3,1,1,12,0.13180575
1030,90241,307,59,34,32,1,5,6,9,0.14204052
1031,90243,1048,61,34,32,1,5,6,9,0.14112374
1032,90244,1107,62,34,32,1,5,6,9,0.14203477
1033,90302,307,53,35,32,1,5,6,9,0.14324404
1034,90303,1048,54,35,32,3,1,1,1,0.13311493
1035,90304,978,55,35,32,1,1,1,1,0.13485415
1036,90306,978,57,35,32,3,1,5,12,0.12888955
1037,90307,307,58,35,32,1,5,1,9,0.13902205
1038,90308,307,59,35,32,0,0,0,0,0.15435258
1039,90309,307,60,35,32,0,0,0,0,0.15270768
1040,90371,978,55,36,32,1,5,6,9,0.14364229
1041,90373,978,57,36,32,1,5,1,1,0.13703023
1042,90374,307,58,36,32,0,4,4,4,0.16581386
1043,90375,307,59,36,32,2,4,7,7,0.17486024
1044,90440,978,57,37,32,0,0,0,10,0.15800351
1045,92380,852,54,25,33,2,2,2,11,0.18753994
1046,92447,852,54,26,33,0,4,4,10,0.16178985
1047,92515,852,55,27,33,0,4,4,4,0.16455905
1048,92517,136,57,27,33,2,4,7,7,0.16867122
1049,92520,852,60,27,33,2,2,7,7,0.1755224
1050,92521,852,61,27,33,2,4,7,7,0.1699333
1051,92522,852,62,27,33,2,2,7,7,0.17523505
1052,92523,1098,63,27,33,2,2,7,2,0.17763382
1053,92524,1098,64,27,33,0,4,4,4,0.1667356
1054,92581,136,54,28,33,3,1,5,5,0.11917831
1055,92582,852,55,28,33,1,5,1,1,0.13652618
1056,92583,852,56,28,33,0,0,0,10,0.15668708
1057,92584,136,57,28,33,0,4,4,4,0.16276631
1058,92585,136,58,28,33,0,4,4,4,0.1641858
1059,92586,852,59,28,33,2,2,7,7,0.17523886
1060,92587,852,60,28,33,2,2,2,11,0.18679439
1061,92588,136,61,28,33,2,2,2,11,0.1856883
1062,92589,136,62,28,33,2,2,7,2,0.17767012
1063,92590,136,63,28,33,2,4,7,7,0.16966315
1064,92591,136,64,28,33,0,0,0,0,0.15059055
